timestamp,levelname,source,message
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.848892] Board extended Data download address: 0x0
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.868651] ol_ath_download_firmware: Using 0x1234 for the remainder of init
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.868674]
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.868674] Selecting OTP binary for CHIP Version -1082699536
1970-01-01T01:00:13-06:00,INFO,kernel,"[ 72.868852] ol_transfer_bin_file 3650: downloading file 0, Download data len 4676"
1970-01-01T01:00:13-06:00,WARN,kernel,[ 72.885256]
1970-01-01T01:00:13-06:00,WARN,kernel,[ 72.885256] [Flash] : Ignore Module param
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.885283]
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.885283] Second otp download Param 10000
1970-01-01T01:00:13-06:00,WARN,kernel,"[ 72.895554] ol_ath_download_firmware : Second OTP download and Execute is good, param=0x0"
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.895575]
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.895575] Mission mode: Firmware CHIP Version -1082699536
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.897042] ol_swap_seg_alloc: Successfully allocated memory for SWAP size=262144
1970-01-01T01:00:13-06:00,WARN,kernel,[ 72.897626] ol_swap_wlan_memory_expansion: length:185067 size_left:185087 dma_size_left:262144 fw_temp:e2344004 fw_entry_size:185091
1970-01-01T01:00:13-06:00,WARN,kernel,[ 72.897645] ol_swap_wlan_memory_expansion: dma_virt_addr :e23e1000 fw_temp: e2344008 length: 185067
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.897874] Swap: bytes_left to copy: fw:16; dma_page:77077
1970-01-01T01:00:13-06:00,WARN,kernel,[ 72.897889] ol_swap_wlan_memory_expansion: length:0 size_left:12 dma_size_left:77077 fw_temp:e23712f7 fw_entry_size:185091
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.897897] Swap: wrong length read:0
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.897908] ol_swap_wlan_memory_expansion: Swap total_bytes copied: 185067 Target address 4180b0
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.898034] scn=da8c0500 target_write_addr=4180b0 seg_info=da08ba10
1970-01-01T01:00:13-06:00,INFO,kernel,[ 72.898052] ol_transfer_swap_struct:Code swap structure successfully downloaded for bin type =2
1970-01-01T01:00:13-06:00,WARN,kernel,[ 72.898063] bin_filename=IPQ4019/hw.1/athwlan.bin swap_filename=/lib/firmware/IPQ4019/hw.1/athwlan.codeswap.bin
1970-01-01T01:00:13-06:00,WARN,kernel,[ 72.898143] ol_transfer_bin_file: Downloading firmware file: IPQ4019/hw.1/athwlan.bin
1970-01-01T01:00:13-06:00,INFO,kernel,"[ 73.049309] ol_transfer_bin_file 3650: downloading file 1, Download data len 378640"
1970-01-01T01:00:14-06:00,INFO,WAN:1f1b4ed4,Preconfigured Event: ok
1970-01-01T01:00:14-06:00,INFO,WAN:1f1b4ed4,"wandev preconfigured type: mdm, uid: 1f1b4ed4, uptime: 73"
1970-01-01T01:00:14-06:00,INFO,cp_stack_mgr,int1: LTE Modem Plugging - msg: Configuring GPS data - status:77
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.336821] ol_target_init() Download FW done.
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.336902] ERROR: No wifi_dump dts node available in the dts entry file
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337109] ol_ath_attach() WMI attached. wmi_handle da2fc000
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.337127] wmi_unified_register_event_handler: Event id 62 is unavailable
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.337139] +htc_create .. HIF :da508000-htc_create: (0xde5ac800)
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337188] htc_wmi_init() HT Create . de5ac800
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337261] htc_wmi_init 7800 host_enable 0 nss_nwifi_offload 0
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337274] ol_ath_set_default_tgt_config : AC Minfree buffer allocation through module param (umac.ko)
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337282] OL_ACBKMinfree : 0
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337291] OL_ACBEMinfree : 0
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337298] OL_ACVIMinfree : 0
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.337305] OL_ACVOMinfree : 0
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.337314] hif_enable_fastpath, Enabling fastpath mode"
1970-01-01T01:00:14-06:00,ALERT,kernel,[ 74.337320] +HWT
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.337334] hif_completion_thread_startup: pipe_num:0 pipe_info:0xda50cb78hif_completion_thread_startup: pipe_num:3 pipe_info:0xda50cc50hif_completion_thread_startup: pipe_num:4 pipe_info:0xda50cc98
1970-01-01T01:00:14-06:00,ALERT,kernel,[ 74.347150] -HWT
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.347255] Startup Mode-0 set
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.347266]
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.347266] <=== cfg max peer id 1056 ====>
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.347978] htt_peer_map_timer_init Enter pdev daaa8000 hrtimer daaac948
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.348008]
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.348008] htt_alloc_peer_map_mem : Alloc Success : host q vaddr da060000 paddr 9a060000
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.348021]
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.348021] htt_alloc_peer_map_mem : Flush Interval Configured to 256 pkts
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.350285] ol_txrx_pdev_attach: 2500 tx desc's allocated ; range starts from dad60000
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352681] Firmware_Build_Number:50
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352709] FW wireless modes: 0x680c
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352722] num_rf_chain:0x00000002 ht_cap_info:0x0000085b vht_cap_info:0x339959b2 vht_supp_mcs:0x0000fffa
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.352757] btcoex_support 0, wlan_prio_gpio 0, coex_gpio_pin 0 0 0"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.352770] wmi_service_coex_gpio 1, wmi_service_4_wire_coex_support 1, coex_version 0"
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352784]
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352784] Sending Ext resource cfg: HOST PLATFORM as 0
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352784] fw_feature_bitmap as 50 to TGT
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.352870] ol_ath_service_ready_event: tt_support: 1
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.352882] ol_ath_service_ready_event: periodic_chan_stats: 1
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352891] ol_ath_service_ready_event: sw_cal_support_check_flag: 1
1970-01-01T01:00:14-06:00,INFO,kernel,"[ 74.352903] Peer Caching Enabled ; num_peers = 530, num_active_peers = 52 num_tids = 104, num_vdevs = 17"
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.352956] EXT NSS Supported
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.352986] idx 1 req 2 num_units 1 num_unit_info 12 unit size 256 actual units 53
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.353049] ol_ath_alloc_host_mem_chunk req_id 2 idx 0 num_units 53 unit_len 256,"
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.353063] idx 2 req 3 num_units 1 num_unit_info 12 unit size 1024 actual units 53
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.353131] ol_ath_alloc_host_mem_chunk req_id 3 idx 1 num_units 53 unit_len 1024,"
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.353143] idx 3 req 4 num_units 1 num_unit_info 12 unit size 4096 actual units 53
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.353388] ol_ath_alloc_host_mem_chunk req_id 4 idx 2 num_units 53 unit_len 4096,"
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.353409] idx 0 req 1 num_units 0 num_unit_info 2 unit size 744 actual units 531
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.353807] ol_ath_alloc_host_mem_chunk req_id 1 idx 3 num_units 531 unit_len 744,"
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.353829] idx 4 req 6 num_units 35 num_unit_info 0 unit size 3072 actual units 35
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.353987] ol_ath_alloc_host_mem_chunk req_id 6 idx 4 num_units 35 unit_len 3072,"
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.354004] idx 5 req 7 num_units 1 num_unit_info 0 unit size 6144 actual units 1
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.354041] ol_ath_alloc_host_mem_chunk req_id 7 idx 5 num_units 1 unit_len 6144,"
1970-01-01T01:00:14-06:00,INFO,kernel,[ 74.354053] idx 6 req 5 num_units 0 num_unit_info 2 unit size 2052 actual units 531
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355111] ol_ath_alloc_host_mem_chunk req_id 5 idx 6 num_units 531 unit_len 2052,"
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.355142] Support not added yet for Service 91
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.355162] Support not added yet for Service 92
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.355171] No EXT_MSG send INIT now
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355194] chunk 0 len 13568 requested , ptr 0x9a43c000"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355227] chunk 1 len 54272 requested , ptr 0x9ad50000"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355244] chunk 2 len 217088 requested , ptr 0x9adc0000"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355260] chunk 3 len 395064 requested , ptr 0x9ae00000"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355269] chunk 4 len 107520 requested , ptr 0x9ae80000"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355278] chunk 5 len 6144 requested , ptr 0x9adf6000"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355287] chunk 6 len 1089612 requested , ptr 0x9b000000"
1970-01-01T01:00:14-06:00,WARN,kernel,"[ 74.355296] chunk 7 len 0 requested , ptr 0x0"
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.355404] ol_ath_service_ready_event[4296] WAPI MBSSID 2
1970-01-01T01:00:14-06:00,WARN,kernel,[ 74.355623] smart_log_init: Smart logging Enabled buf=db110000 (size=65536)
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.397249] Version = 16777216 3 status = 0
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.397323] ol_ath_connect_htc() WMI is ready
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.397381] htt_h2t_frag_desc_bank_cfg_msg - HTT_H2T_MSG_TYPE_FRAG_DESC_BANK_CFG sent to FW for radio ID = 0
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.397399] target uses HTT version 2.2; host uses 2.2
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402416] ol_ath_attach() connect HTC.
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402426] bypasswmi : 0
1970-01-01T01:00:15-06:00,INFO,kernel,"[ 74.402442] ol_regdmn_start: reg-domain param: regdmn=0, countryName=, wModeSelect=FFFFFFFF, netBand=FFFFFFFF, extendedChanMode=0."
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402465] ol_regdmn_init_channels: !avail mode 0x680c (0x2) flags 0x2150
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402476] ol_regdmn_init_channels: !avail mode 0x680c (0x1) flags 0x140
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402520] ol_regdmn_init_channels: !avail mode 0x680c (0x20) flags 0xd0
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402531] ol_regdmn_init_channels: !avail mode 0x680c (0x40) flags 0x150
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402573] ol_regdmn_init_channels: !avail mode 0x680c (0x1000) flags 0x10100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402584] ol_regdmn_init_channels: !avail mode 0x680c (0x8000) flags 0x20100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402594] ol_regdmn_init_channels: !avail mode 0x680c (0x10000) flags 0x40100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402604] ol_regdmn_init_channels: !avail mode 0x680c (0x20000) flags 0x100100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402614] ol_regdmn_init_channels: !avail mode 0x680c (0x40000) flags 0x200100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402624] ol_regdmn_init_channels: !avail mode 0x680c (0x80000) flags 0x400100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402635] ol_regdmn_init_channels: !avail mode 0x680c (0x100000) flags 0x800100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402645] ol_regdmn_init_channels: !avail mode 0x680c (0x200000) flags 0x4000100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402655] ol_regdmn_init_channels: !avail mode 0x680c (0x400000) flags 0x8000100
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.402873] OL Resmgr Init-ed
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403042] ieee80211_bsteering_attach: Band steering initialized
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403089] acfg_attach: 3013: Netlink socket created:da3ce400
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403134] SPECTRAL : get_capability not registered
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403141] HAL_CAP_PHYDIAG : Capable
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403152] SPECTRAL : Need to fix the capablity check for RADAR (spectral_attach : 237)
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403161] SPECTRAL : get_capability not registered
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403167] HAL_CAP_RADAR : Capable
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403176] SPECTRAL : Need to fix the capablity check for SPECTRAL
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403176] (spectral_attach : 242)
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403187] SPECTRAL : get_capability not registered
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403195] HAL_CAP_SPECTRAL_SCAN : Capable
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403202] SPECTRAL : get_tsf64 not registered
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403235] Green-AP : Green-AP : Attached
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403235]
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403245] Green-AP : Attached
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.403253] rate power table override is only supported for AR98XX
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.403312] ol_ath_smart_ant_attach: Hardware doest not support Smart Antenna.
1970-01-01T01:00:15-06:00,INFO,kernel,"[ 74.403375] ol_if_dfs_attach: called; ptr=da74998c, radar_info=da507b90"
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.403384] dfs_attach: event log enabled by default
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.404300] >>>> CB Set (null)
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.404625] ol_ath_attach() UMAC attach .
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.404633]
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.404633] BURSTING enabled by default
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.404693] ol_ath_attach: Set global_ic[1] ..ptr:bf52bf9c
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.404735] ath_lowi_if_netlink_init LOWI Netlink successfully created
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.404767] osif_wrap_attach:444 osif wrap attached
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.404800] osif_wrap_devt_init:405 osif wrap dev table init done
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.404811] Wrap Attached: Wrap_com =da0bb200 ic->ic_wrap_com=da0bb200 &wrap_com->wc_devt=da0bb200
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.404821] __ol_ath_attach: needed_headroom reservation 60
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.406292] ol_ath_thermal_mitigation_attach: --
1970-01-01T01:00:15-06:00,WARN,kernel,"[ 74.406338] ol_ath_ahb_probe num_radios=0, wifi_radios[0].sc = da8c0500 wifi_radio_type = 2"
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.406385] ath_sysfs_diag_init: diag_fsattr
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.406864] *********** IPQ4019 *************Wifi1 CPU frequency 250000000
1970-01-01T01:00:15-06:00,WARN,kernel,"[ 74.427139] hif_target_sync_ahb: Got FW signal, retries = 1hif_ahb_enable_bus: X - hif_type = 0xd, target_type = 0xbhif_config_ce: ce_init donehif_config_ce: X, ret = 0hif_set_hia: Ehif_pci_bus_configure: hif_set_hia donehif_configure_irq: Ehif_enable: X OKhif_napi_create: NAPI structures initializedhif_napi_create: NAPI id 6 created for pipe 5qca_napi_create: napi instance 32 created on pipe 4"
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.433261] hif_napi_event: received evnt: CONF cmd; v = 1 (state=0x1)hif_napi_event: setting configuration to ON
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.433261] __ol_ath_attach() Allocated scn daec0500
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.433407] __ol_ath_attach: dev name wifi1
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.433427] ol_ath_attach interface_id 1
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.433693] ol_target_init() BMI inited.
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.433811] ol_target_init() BMI Get Target Info.
1970-01-01T01:00:15-06:00,WARN,kernel,"[ 74.433824] Chip id: 0xb, chip version: 0x1000000"
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.433831]
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.433831] CE WAR Disabled
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.433976] NUM_DEV=1 FWMODE=0x2 FWSUBMODE=0x0 FWBR_BUF 0
1970-01-01T01:00:15-06:00,INFO,kernel,[ 74.434163] ol_target_init() configure Target .
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.434253]
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.434253] Target Version is 1000000
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.434267]
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.434267] Flash Download Address c0000
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.434278] ol_transfer_bin_file: flash data file defined
1970-01-01T01:00:15-06:00,WARN,kernel,[ 74.434288] ol_transfer_bin_file[3769] Get Caldata for wifi1.
1970-01-01T01:00:15-06:00,WARN,kernel,"[ 74.434377] qdf_fs_read[59], Open File /tmp/wifi1.caldata SUCCESS!!file system magic:-2054924042super blocksize:4096inode 1208file size:12064qc98xx_verify_checksum: flash checksum passed: 0xb423"
